flower_id,color,meaning_ko,culture_region,era,source_id,source_url,confidence_level,caution_note,editorial_note,reviewed_at
sweet-pea,,다정한 추억,korea,modern,royalflower-birth-flowers,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,repeated,,seed-v6: 로얄플라워(한국화훼유통협회 계열 쇼핑몰 · seed-v8 출처 정정) 탄생화 표 6월 9일 스위트피 — 우아한 추억. 하나코토바의 「優しい思い出」(tender memory)와 같은 말이라 두 문화권이 겹친다,2026-08-16
sweet-pea,,더없는 기쁨,global,modern,hanakotoba-yurai-sweetpea,https://hananokotoba.com/sweetpea/,single_source,,seed-v6: 하나코토바가 영어 꽃말로 함께 적어 둔 blissful pleasure. 빅토리아 원전 목록에서는 이 항목을 확인하지 못해 single_source,2026-08-16
gladiolus,,승리 — 이겨 낸 사람에게,japan,modern,hanakotoba-yurai-gladiolus,https://hananokotoba.com/gladiolus/,repeated,,seed-v6: 하나코토바 グラジオラス「勝利」. 이긴 검투사에게 이 꽃을 뿌려 주었다는 영어 위키백과의 서술과 이어진다,2026-08-16
gladiolus,purple,정열적인 사랑,korea,modern,royalflower-birth-flowers,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,repeated,,seed-v6: 로얄플라워(한국화훼유통협회 계열 쇼핑몰 · seed-v8 출처 정정) 탄생화 표 3월 23일 글라디올러스 — 정열적인 사랑. 하나코토바의 紫のグラジオラス「情熱的な恋」와 같은 말이다,2026-08-16
gladiolus,,밀회 — 남몰래 정한 약속,japan,modern,hanakotoba-yurai-gladiolus,https://hananokotoba.com/gladiolus/,single_source,,seed-v6: 하나코토바 グラジオラス「密会」「用心」. 빅토리아 원전 목록에는 글라디올러스 항목이 없어 single_source,2026-08-16
gladiolus,,흔들리지 않는 인격,global,modern,hanakotoba-yurai-gladiolus,https://hananokotoba.com/gladiolus/,single_source,,seed-v6: 하나코토바가 영어 꽃말로 적은 strength of character(인격적 강함)·sincerity(성실),2026-08-16
gladiolus,,작은 칼이라는 이름,etymology,ancient,wikipedia-gladiolus,https://en.wikipedia.org/wiki/Gladiolus,repeated,,"seed-v6: 속명 Gladiolus 는 라틴어 gladius(칼)의 축소형이고, 그리스어 이름 xiphion 도 칼을 뜻하는 말에서 왔다(영어 위키백과). 잎이 곧은 칼처럼 서는 모양에서 온 이름이다",2026-08-16
dahlia,,우아함과 기품,uk,victorian,dumont-1851,https://www.gutenberg.org/ebooks/71779,repeated,,seed-v6: 뒤몽 1851 Dahlia — Elegance and Dignity. 하나코토바도 「優雅」「気品」을 적어 두 계보가 겹친다,2026-08-16
dahlia,,변덕 — 흔들리는 마음,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,varies,같은 꽃을 두고 뒤몽 1851 은 우아함과 기품이라 적었어요. 원전마다 뜻이 정반대로 갈립니다,"seed-v6: 그리너웨이 1884 Dahlia — Instability. 하나코토바도 「移り気」「不安定」을 함께 적어, 한 꽃에 상반된 두 계보가 나란히 전해진다",2026-08-16
dahlia,,화려함,japan,modern,hanakotoba-yurai-dahlia,https://hananokotoba.com/dahlia/,repeated,,seed-v6: 하나코토바 ダリア「華麗」. 로얄플라워(한국화훼유통협회 계열 쇼핑몰 · seed-v8 출처 정정) 탄생화 표 9월 15일 다알리아도 화려함이라 적어 두 곳이 겹친다,2026-08-16
dahlia,,멕시코의 꽃,mexico,20c,wikipedia-dahlia,https://en.wikipedia.org/wiki/Dahlia,single_source,,seed-v6: 1963년 멕시코의 국화로 지정되었다(영어 위키백과). 아즈텍이 약으로 쓰고 덩이뿌리를 먹던 원산지의 꽃이다,2026-08-16
dahlia,,안데르스 달의 이름을 받은 꽃,etymology,18c,wikipedia-dahlia,https://en.wikipedia.org/wiki/Dahlia,single_source,,seed-v6: 1791년 마드리드 왕립정원의 카바니예스가 스웨덴 식물학자 안데르스 달(Anders Dahl)의 이름을 따 Dahlia 라 불렀다(영어 위키백과),2026-08-16
zinnia,,떠나 있는 벗을 생각하며,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,repeated,,"seed-v6: 그리너웨이 1884 Zinnia — Thoughts of absent friends. 하나코토바도 「不在の友を思う」를 적고, 영어 위키백과 Zinnia 항목도 꽃말로 같은 말을 옮긴다",2026-08-16
zinnia,,변치 않는 마음,japan,modern,wikipedia-hanakotoba,https://en.wikipedia.org/wiki/Hanakotoba,single_source,,"seed-v6: 영어 위키백과 하나코토바 표 百日草(햐쿠니치소우) — Loyalty. hananokotoba.com 은 같은 꽃에 다른 말을 적어, 이 항목은 표 한 곳만 근거로 둔다",2026-08-16
zinnia,,행복,korea,modern,royalflower-birth-flowers,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,single_source,배롱나무(목백일홍)와 한국어 이름이 같지만 다른 식물이에요,seed-v6: 로얄플라워(한국화훼유통협회 계열 쇼핑몰 · seed-v8 출처 정정) 탄생화 표 12월 22일 백일홍 — 행복. 표가 학명 Zinnia 를 함께 적어 배롱나무(Lagerstroemia indica)와 갈라 두었다,2026-08-16
zinnia,,방심하지 마세요,japan,modern,hanakotoba-yurai-zinnia,https://hananokotoba.com/zinnia/,single_source,,seed-v6: 하나코토바 ジニア「注意を怠るな」,2026-08-16
zinnia,,요한 고트프리트 진의 이름을 받은 꽃,etymology,18c,wikipedia-zinnia,https://en.wikipedia.org/wiki/Zinnia,single_source,,seed-v6: 속명은 멕시코에서 이 꽃의 씨를 모은 독일 학자 요한 고트프리트 진(1727~1759)을 기린 것이다(영어 위키백과),2026-08-16
aster,,다채로움 — 한 꽃에서 나오는 여러 얼굴,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,repeated,,"seed-v6: 그리너웨이 1884 China Aster — Variety. 뒤몽 1851 도 China Aster — Variety 로 같은 말을 적고, 재배로 품종이 늘어난 데서 왔다고 풀이한다",2026-08-16
aster,,뒤늦게 떠오른 생각,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,repeated,,seed-v6: 그리너웨이 1884 Aster (China) — Variety. Afterthought. 뒤몽 1851 은 다른 꽃이 드물어질 무렵에야 피기 시작하는 이 꽃을 떠나며 웃는 플로라의 뒷생각 같다고 적었다,2026-08-16
aster,,당신 뜻에 함께합니다,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,single_source,,"seed-v6: 그리너웨이 1884 China Aster, Double — I partake your sentiments. 같은 책이 홑꽃(Single)에는 I will think of it 을 따로 세워 두었다",2026-08-16
aster,white,나를 믿어 주세요,korea,modern,royalflower-birth-flowers,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,repeated,,seed-v6: 로얄플라워(한국화훼유통협회 계열 쇼핑몰 · seed-v8 출처 정정) 탄생화 표 9월 10일 흰색 과꽃 — 믿는 마음. 하나코토바의 白いエゾギク「私を信じてください」와 같은 말이다,2026-08-16
aster,,믿음직한 사랑,japan,modern,hanakotoba-yurai-ezogiku,https://hananokotoba.com/ezogiku/,repeated,,seed-v6: 하나코토바 エゾギク(アスター)「信じる恋」. 로얄플라워(한국화훼유통협회 계열 쇼핑몰 · seed-v8 출처 정정) 탄생화 표 4월 22일 과꽃의 믿음직한 사랑과 같은 결이다,2026-08-16
calendula,,이별의 슬픔,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,repeated,기쁜 자리에는 어울리지 않는 꽃말이에요,"seed-v6: 그리너웨이 1884 Marigold — Grief. 뒤몽 1851 도 Marigold — Grief 로 적으면서 해마다 온 달 피어 로마인이 모든 달의 꽃(calendae)이라 불렀다고 풀이해, 두 원전의 Marigold 가 만수국이 아니라 금잔화임을 스스로 밝힌다. 하나코토바 金盞花「別れの悲しみ」와 로얄플라워(한국화훼유통협회 계열 쇼핑몰 · seed-v8 출처 정정) 탄생화 표 8월 24일 금잔화까지 세 계보가 겹친다",2026-08-16
calendula,,실망 — 기다림이 어긋난 자리,japan,modern,hanakotoba-yurai-kinsenka,https://hananokotoba.com/kinsenka/,repeated,,"seed-v6: 하나코토바 金盞花「悲嘆」「寂しさ」「失望」, 영어 꽃말 grief·despair·sorrow",2026-08-16
calendula,,가라앉지 않는 마음,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,single_source,,seed-v6: 그리너웨이 1884 Garden Marigold — Uneasiness. Garden Marigold 는 ASPCA·NC State 가 Calendula officinalis 의 통칭으로 적어 둔 이름이라 이 항목은 금잔화 쪽이 분명하다,2026-08-16
calendula,,예언 — 앞일을 미리 말하는 꽃,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,single_source,,"seed-v6: 그리너웨이 1884 Marigold, Prophetic — Prediction",2026-08-16
calendula,,작은 달력이라는 이름,etymology,16c,wikipedia-calendula,https://en.wikipedia.org/wiki/Calendula,repeated,,"seed-v6: 속명 Calendula 는 라틴어 calendae(달의 초하루)의 축소형으로 작은 달력·작은 시계라는 뜻이고, 영어 이름 marigold 는 Mary 의 금(Mary’s gold)이 줄어든 말이다(영어 위키백과). 뒤몽 1851 도 이 꽃이 아침 아홉 시에 열려 오후 세 시에 닫히며 해를 따라 돈다고 적었다",2026-08-16
cyclamen,,수줍음 — 선뜻 나서지 못하는 마음,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,repeated,,seed-v6: 그리너웨이 1884 Cyclamen — Diffidence. 하나코토바도 「遠慮」「内気」「はにかみ」로 같은 결을 적어 두 계보가 겹친다,2026-08-16
cyclamen,,내성적인 성격,korea,modern,royalflower-birth-flowers,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,repeated,,seed-v6: 로얄플라워(한국화훼유통협회 계열 쇼핑몰 · seed-v8 출처 정정) 탄생화 표 1월 14일 시클라멘 — 내성적 성격. 하나코토바 「内気」와 같은 말이다,2026-08-16
cyclamen,red,질투,japan,modern,hanakotoba-yurai-cyclamen,https://hananokotoba.com/cyclamen/,single_source,색에 따라 뜻이 갈리는 꽃이에요. 붉은 시클라멘에만 붙는 말입니다,"seed-v6: 하나코토바 赤いシクラメン「嫉妬」. 같은 문서가 흰색에는 「清純」, 분홍에는 「憧れ」를 따로 적는다",2026-08-16
cyclamen,white,맑고 깨끗함,japan,modern,hanakotoba-yurai-cyclamen,https://hananokotoba.com/cyclamen/,single_source,,seed-v6: 하나코토바 白いシクラメン「清純」,2026-08-16
cyclamen,,나쁜 주술이 듣지 않는 자리,rome,ancient,wikipedia-cyclamen,https://en.wikipedia.org/wiki/Cyclamen,single_source,,"seed-v6: 플리니우스는 로마 시골 사람들이 이 꽃을 땅속 송로(earth truffle)라 부르며 부적으로도 여겼고, 이 꽃이 자라는 곳에는 나쁜 주술이 듣지 않는다고 믿었다 적었다(영어 위키백과). 속명 자체는 꽃이 진 뒤 꽃자루가 나선으로 말리는 모양을 따 그리스어 원(circle)에서 왔다",2026-08-16
geranium,,진실한 우정,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,repeated,,"seed-v6: 그리너웨이 1884 Geranium, Oak-leaved — True friendship. 뒤몽 1851 도 Oak Geranium — Friendship 으로 같은 말을 적고, 하나코토바의 「真の友情」까지 세 계보가 겹친다",2026-08-16
geranium,red,그대가 있어 행복합니다,korea,modern,royalflower-birth-flowers,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,repeated,,seed-v6: 로얄플라워(한국화훼유통협회 계열 쇼핑몰 · seed-v8 출처 정정) 탄생화 표 6월 28일 제라늄 — 그대가 있기에 행복이 있네. 하나코토바 赤いゼラニウム「君ありて幸福」와 같은 말이다,2026-08-16
geranium,pink,결심,korea,modern,royalflower-birth-flowers,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,repeated,,seed-v6: 로얄플라워(한국화훼유통협회 계열 쇼핑몰 · seed-v8 출처 정정) 탄생화 표 4월 24일 제라늄 — 결심. 하나코토바 ピンクのゼラニウム「決心」「決意」와 같은 말이다,2026-08-16
geranium,red,어리석음,uk,victorian,dumont-1851,https://www.gutenberg.org/ebooks/71779,repeated,붉은 제라늄에 붙은 옛 꽃말이에요. 카드에 옮겨 적기 전에 한 번 더 생각해 주세요,"seed-v6: 뒤몽 1851 Scarlet Geranium — Stupidity. 말없이 앉아 있던 손님을 정원사가 들고 온 제라늄 화분에 빗댄 마담 드 스탈의 일화를 근거로 든다. 그리너웨이 1884 도 Geranium, Scarlet — Contorting. Stupidity 로 같은 말을 적고, 하나코토바의 영어 꽃말에도 stupidity 가 남아 있다",2026-08-16
geranium,yellow,뜻하지 않은 만남,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,repeated,,"seed-v6: 그리너웨이 1884 Geranium, Lemon — Unexpected meeting. 하나코토바 黄色いゼラニウム「予期せぬ出会い」와 같은 말이다",2026-08-16
primula,,이른 청춘,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,varies,같은 꽃을 두고 뒤몽 1851 은 이른 슬픔이라 적었어요. 원전마다 뜻이 갈립니다,"seed-v6: 그리너웨이 1884 Primrose — Early youth. 하나코토바가 「青春のはじまりと悲しみ」로 두 뜻을 한 줄에 담아, 갈라진 두 계보가 일본에서 합쳐진 모양이 보인다",2026-08-16
primula,,이른 슬픔,uk,victorian,dumont-1851,https://www.gutenberg.org/ebooks/71779,varies,축하 자리에는 어울리지 않는 꽃말이에요,seed-v6: 뒤몽 1851 Primrose — Early Grief. 약혼자 멜리케르타를 잃고 슬픔으로 죽어 이 꽃이 되었다는 파랄리소스 이야기를 근거로 든다 — 영어 위키백과 Primula vulgaris 항목도 같은 로마 이름 Paralisos 를 적는다,2026-08-16
primula,red,알아주는 이 없는 아름다움,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,repeated,,"seed-v6: 그리너웨이 1884 Primrose, Red — Unpatronized merit. 하나코토바 赤いプリムラ「後援のない功績」와 같은 말이다",2026-08-16
primula,white,첫사랑,korea,modern,royalflower-birth-flowers,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,single_source,,seed-v6: 로얄플라워(한국화훼유통협회 계열 쇼핑몰 · seed-v8 출처 정정) 탄생화 표 3월 26일 흰앵초 — 첫사랑. 하나코토바의 「青春の恋」와 결이 이어진다,2026-08-16
primula,,가장 먼저 피는 꽃이라는 이름,etymology,ancient,ncstate-primula-polyantha,https://plants.ces.ncsu.edu/plants/primula-x-polyantha/,single_source,,seed-v6: NC State 는 프리뮬러가 봄에 가장 먼저 피는 꽃이라 라틴어 처음(primus)에서 온 Primula 라는 이름을 얻었다고 적는다,2026-08-16
stock,,영원한 아름다움,uk,victorian,dumont-1851,https://www.gutenberg.org/ebooks/71779,repeated,,"seed-v6: 뒤몽 1851 Stock — Lasting Beauty. 장미만큼 우아하지 않고 백합만큼 위엄 있지 않지만 그 빛과 향이 더 오래간다는 이유를 적어 두었다. 그리너웨이 1884 도 Stock — Lasting beauty 로 같은 말을 적고, 하나코토바 「永遠の美」와 로얄플라워(한국화훼유통협회 계열 쇼핑몰 · seed-v8 출처 정정) 탄생화 표 5월 6일 비단향나무꽃까지 네 계보가 겹친다",2026-08-16
stock,,애정의 끈,japan,modern,hanakotoba-yurai-stock,https://hananokotoba.com/stock/,repeated,,"seed-v6: 하나코토바 ストック「愛情の絆」, 영어 꽃말 bonds of affection",2026-08-16
stock,white,남몰래 품은 사랑,japan,modern,hanakotoba-yurai-stock,https://hananokotoba.com/stock/,single_source,,seed-v6: 하나코토바 白いストック「思いやり」「ひそやかな愛」,2026-08-16
stock,,재빠름,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,single_source,,"seed-v6: 그리너웨이 1884 Stock, Ten Week — Promptness. 씨를 뿌린 지 열 주 만에 핀다는 텐위크 스토크의 성질에서 왔다고 뒤몽 1851 이 풀이한다",2026-08-16
stock,yellow,쓸쓸한 사랑,japan,modern,hanakotoba-yurai-stock,https://hananokotoba.com/stock/,single_source,,seed-v6: 하나코토바 黄色いストック「さびしい恋」,2026-08-16
delphinium,,청명 — 맑고 밝음,japan,modern,hanakotoba-yurai-delphinium,https://hananokotoba.com/delphinium/,repeated,,seed-v6: 하나코토바 デルフィニウム「清明」. 로얄플라워(한국화훼유통협회 계열 쇼핑몰 · seed-v8 출처 정정) 탄생화 표 4월 19일 참제비고깔의 청명과 같은 말이라 두 문화권이 겹친다,2026-08-16
delphinium,,가벼움 — 들뜬 마음,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,varies,가볍다는 말이 칭찬으로 읽히지 않을 수 있어요,seed-v6: 그리너웨이 1884 Larkspur — Lightness. Levity. 뒤몽 1851 은 같은 꽃에 Flights of Fancy(상상의 비상)를 적어 나쁜 쪽과 좋은 쪽으로 갈린다,2026-08-16
delphinium,,자유로운 상상,uk,victorian,dumont-1851,https://www.gutenberg.org/ebooks/71779,varies,,seed-v6: 뒤몽 1851 Larkspur — Flights of Fancy. 종달새의 발톱을 뜻하는 영어 이름들이 하늘 높이 오르는 새를 떠올리게 한다는 풀이다,2026-08-16
delphinium,pink,변덕,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,single_source,,"seed-v6: 그리너웨이 1884 Larkspur, Pink — Fickleness. 같은 책이 보라에는 Haughtiness(오만)를 따로 적는다",2026-08-16
delphinium,,돌고래를 닮은 꽃뿔,etymology,ancient,wikipedia-delphinium,https://en.wikipedia.org/wiki/Delphinium,repeated,,seed-v6: 속명 Delphinium 은 그리스어 돌고래에서 왔고 꽃뿔(nectary)의 모양에서 붙었다 — 뒤몽 1851 도 같은 유래를 적어 두 곳이 겹친다,2026-08-16
amaryllis,,자랑스러움,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,repeated,옛 꽃말 사전의 아마릴리스는 벨라돈나릴리 쪽이에요. 겨울에 파는 아마릴리스와는 다른 무리입니다,seed-v6: 그리너웨이 1884 Amaryllis — Pride. Timidity. Splendid beauty. 하나코토바도 「誇り」를 적어 두 계보가 겹친다. 다만 두 원전이 가리키는 것은 Amaryllis belladonna 이고 이 행의 꽃은 Hippeastrum 이라 caution_note 로 갈라 두었다,2026-08-16
amaryllis,,눈부신 아름다움,japan,modern,hanakotoba-yurai-amaryllis,https://hananokotoba.com/amaryllis/,repeated,같은 이름이 두 무리를 가리켜요. 이 꽃말의 원래 주인은 벨라돈나릴리 쪽입니다,"seed-v6: 하나코토바 アマリリス「輝くばかりの美しさ」, 영어 꽃말 splendid beauty. 그리너웨이 1884 와 같은 말이다",2026-08-16
amaryllis,,수줍음,japan,modern,wikipedia-hanakotoba,https://en.wikipedia.org/wiki/Hanakotoba,repeated,,"seed-v6: 영어 위키백과 하나코토바 표 アマリリス — Shy. 그리너웨이 1884 의 Timidity 와 같은 말이다. 같은 표가 이 항목에 실은 사진도 Amaryllis belladonna 라, 이름과 실물이 어긋나는 자리를 표 스스로 보여 준다",2026-08-16
amaryllis,,수다스러움,japan,modern,hanakotoba-yurai-amaryllis,https://hananokotoba.com/amaryllis/,single_source,,seed-v6: 하나코토바 アマリリス「おしゃべり」,2026-08-16
amaryllis,,베르길리우스의 목동 아마릴리스,etymology,ancient,wikipedia-amaryllis,https://en.wikipedia.org/wiki/Amaryllis,single_source,,seed-v6: 속명은 베르길리우스 『목가』에 나오는 양치는 처녀 아마릴리스에서 왔다(영어 위키백과). 같은 문서가 명절용으로 파는 아마릴리스 구근은 Hippeastrum 속이라고 곧바로 덧붙인다,2026-08-16
cornflower,,섬세함,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,repeated,,"seed-v6: 그리너웨이 1884 Bluebottle (Centaury) — Delicacy. 같은 책이 Corn Bottle 에도 같은 말을 적고, 하나코토바 ヤグルマギク「繊細」「優美」와도 겹친다",2026-08-16
cornflower,blue,독일의 꽃,europe,19c,wikipedia-centaurea-cyanus,https://en.wikipedia.org/wiki/Centaurea_cyanus,single_source,지금은 정치적 상징으로도 쓰여요. 나라마다 읽히는 뜻이 다릅니다,"seed-v6: 나폴레옹에 쫓기던 프로이센 왕비 루이제가 아이들을 수레국화 밭에 숨기고 화관을 엮어 달랬다는 이야기에서 프로이센의 꽃이 되었고, 1871년 통일 뒤 독일 전체의 상징이 되었다(영어 위키백과)",2026-08-16
cornflower,blue,기억 — 돌아오지 못한 이들을 위해,france,20c,wikipedia-centaurea-cyanus,https://en.wikipedia.org/wiki/Centaurea_cyanus,single_source,,"seed-v6: 프랑스의 bleuet de France 는 1918년 11월 11일 정전을 기리는 상징으로, 영연방의 개양귀비와 같은 자리에 선다(영어 위키백과) — 카탈로그의 corn-poppy 와 짝이 되는 꽃이다",2026-08-16
cornflower,,행복,korea,modern,royalflower-birth-flowers,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,repeated,,seed-v6: 로얄플라워(한국화훼유통협회 계열 쇼핑몰 · seed-v8 출처 정정) 탄생화 표 3월 5일·8월 2일 수레국화 — 행복감·행복. 같은 표 안에서 두 날이 같은 말을 적는다,2026-08-16
cornflower,,켄타우로스와 짙은 파랑에서 온 이름,etymology,ancient,wikipedia-centaurea-cyanus,https://en.wikipedia.org/wiki/Centaurea_cyanus,single_source,,"seed-v6: 속명 Centaurea 는 그리스어 켄타우로스에서, 종소명 cyanus 는 짙은 파랑을 뜻하는 그리스어 kúanos 에서 왔다(영어 위키백과)",2026-08-16
crocus,,청춘의 기쁨,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,repeated,,"seed-v6: 그리너웨이 1884 Crocus, Spring — Youthful gladness. 뒤몽 1851 도 Crocus — Youth 로 봄에 가장 먼저 피는 이 꽃을 인생의 봄에 빗대고, 하나코토바 「青春の喜び」까지 세 계보가 겹친다",2026-08-16
crocus,,후회 없는 청춘,korea,modern,royalflower-birth-flowers,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,repeated,,seed-v6: 로얄플라워(한국화훼유통협회 계열 쇼핑몰 · seed-v8 출처 정정) 탄생화 표 1월 3일·1월 31일 — 후회 없는 청춘·청춘의 환희. 두 행 모두 영문명을 Spring Crocus 로 적어 봄 크로커스를 가리킨다,2026-08-16
crocus,,간절함,japan,modern,hanakotoba-yurai-crocus,https://hananokotoba.com/crocus/,single_source,,seed-v6: 하나코토바 クロッカス「切望」,2026-08-16
crocus,,지나치지 마세요,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,single_source,,"seed-v6: 그리너웨이 1884 Crocus — Abuse not. 같은 책이 사프란 크로커스(Crocus, Saffron)에는 Mirth(유쾌)를 따로 적어 봄 크로커스와 사프란을 갈라 두었다",2026-08-16
crocus,,스밀락스를 사랑하다 꽃이 된 크로코스,greece,ancient,wikipedia-crocus,https://en.wikipedia.org/wiki/Crocus,single_source,,seed-v6: 그리스 전승에서 크로코스는 양치는 처녀 스밀락스를 향한 이루지 못한 사랑으로 죽은 뒤 신들이 이 꽃으로 바꾸어 놓은 젊은이다. 죽을 때 흘린 세 방울의 눈물이 세 개의 암술머리가 되었다는 판본도 함께 전한다(영어 위키백과),2026-08-16
water-lily,,맑고 깨끗한 마음,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,repeated,,"seed-v6: 그리너웨이 1884 Water Lily — Purity of heart. 뒤몽 1851 도 White Water-Lily — Purity 로 적고, 하나코토바 睡蓮「清純な心」와 로얄플라워(한국화훼유통협회 계열 쇼핑몰 · seed-v8 출처 정정) 탄생화 표 4월 27일·5월 8일 수련의 청순한 마음까지 네 계보가 겹친다",2026-08-16
water-lily,,믿음,japan,modern,hanakotoba-yurai-suiren,https://hananokotoba.com/suiren/,single_source,,seed-v6: 하나코토바 睡蓮「信頼」「信仰」,2026-08-16
water-lily,white,창조 — 진흙에서 올라와 해를 향해 여는 꽃,egypt,ancient,wikipedia-nymphaea,https://en.wikipedia.org/wiki/Nymphaea,single_source,이집트·인도 자료의 로터스는 연꽃이 아니라 이 수련을 가리키는 경우가 많아요,seed-v6: 고대 이집트에서 나일의 수련은 바닥 진흙에서 올라와 해를 향해 꽃잎을 여는 모습이 태양의 탄생에 빗대어져 창조의 은유가 되었다(영어 위키백과). 1580년 무렵부터 영어에서 라틴어 lotus 를 이집트의 수련에 붙여 쓰기 시작했다는 설명도 같은 문서에 있다. culture_region 에 egypt 토큰을 새로 썼다,2026-08-16
water-lily,,물의 님프에서 온 이름,etymology,ancient,wikipedia-nymphaea,https://en.wikipedia.org/wiki/Nymphaea,single_source,,seed-v6: 속명 Nymphaea 는 그리스·라틴 신화의 님프에서 왔다(영어 위키백과),2026-08-16
phalaenopsis,,행복이 날아듭니다,japan,modern,hanakotoba-yurai-kochouran,https://hananokotoba.com/kochouran/,single_source,,seed-v7: 하나코토바 胡蝶蘭「幸福が飛んでくる」. 나비를 뜻하는 꽃 이름(호접·胡蝶)에서 나온 말이라고 같은 문서가 풀이한다,2026-08-17
phalaenopsis,,순수한 사랑,japan,modern,hanakotoba-yurai-kochouran,https://hananokotoba.com/kochouran/,single_source,,seed-v7: 하나코토바 胡蝶蘭「純粋な愛」,2026-08-17
phalaenopsis,white,맑고 깨끗함,japan,modern,hanakotoba-yurai-kochouran,https://hananokotoba.com/kochouran/,single_source,,seed-v7: 하나코토바 白い胡蝶蘭「清純」— 흰 호접란의 기품 있고 정갈한 분위기에서 왔다고 적는다,2026-08-17
phalaenopsis,pink,당신을 사랑합니다,japan,modern,hanakotoba-yurai-kochouran,https://hananokotoba.com/kochouran/,single_source,,seed-v7: 하나코토바 ピンクの胡蝶蘭「あなたを愛してます」,2026-08-17
phalaenopsis,,품격과 아름다움,western,modern,hanakotoba-yurai-kochouran,https://hananokotoba.com/kochouran/,single_source,,seed-v7: 같은 문서가 서양 꽃말로 적은 love·beauty·luxury·refinement. 국내에서 개업·승진 화분으로 굳은 쓰임과 결이 같다. culture_region 은 자료가 서양 꽃말로 묶어 소개한 것을 그대로 따랐다,2026-08-17
alstroemeria,,우정과 헌신,western,modern,hanakotoba-yurai-alstroemeria,https://hananokotoba.com/alstroemeria/,repeated,,seed-v7: 하나코토바가 서양 꽃말로 적은 friendship(友情)·devotion(献身的な愛). 영어 위키백과 하나코토바 표도 같은 꽃에 깊은 인연을 적어 두 자료가 겹친다,2026-08-17
alstroemeria,,말로 다 못 할 만큼 깊은 인연,japan,modern,wikipedia-hanakotoba,https://en.wikipedia.org/wiki/Hanakotoba,single_source,,seed-v7: 영어 위키백과 하나코토바 표 アルストロメリア — Such strong connection that language is limited,2026-08-17
alstroemeria,,오래 가는 마음 — 지속,japan,modern,hanakotoba-yurai-alstroemeria,https://hananokotoba.com/alstroemeria/,single_source,,seed-v7: 하나코토바 アルストロメリア「持続」. 꽃이 오래 가는 성질에서 왔다고 같은 문서가 풀이한다 — 실제로 화병에서 2주까지 간다,2026-08-17
alstroemeria,pink,세심한 마음,japan,modern,hanakotoba-yurai-alstroemeria,https://hananokotoba.com/alstroemeria/,single_source,,seed-v7: 하나코토바 ピンクのアルストロメリア「気配り」,2026-08-17
alstroemeria,,린네의 벗 알스트뢰메르에게서 온 이름,etymology,18c,hanakotoba-yurai-alstroemeria,https://hananokotoba.com/alstroemeria/,single_source,,seed-v7: 속명은 린네의 벗이었던 스웨덴의 요나스 알스트뢰메르 남작에게서 왔다고 같은 문서가 적는다,2026-08-17
anthurium,,사랑에 애타는 마음,japan,modern,hanakotoba-yurai-anthurium,https://hananokotoba.com/anthurium/,single_source,,seed-v7: 하나코토바 アンスリウム「恋にもだえる心」「煩悩」. 하트 모양에 열대의 강한 색을 지닌 모습이 누군가를 그리는 속마음 같다는 풀이다,2026-08-17
