story_id,flower_id,title,story_ko,culture_region,era,source_title,source_url,confidence_level,story_type,reviewed_at,editorial_note,moods,intents,hook,source_kind
story-violet-saintpaulia-father-son,violet,아버지에게 보낸 씨앗 한 봉지,"1891년 동아프리카에 나가 있던 발터 폰 자인트 파울일레르 남작이 우삼바라 산지에서 식물 하나를 채집해 독일에 있는 아버지에게 보냈어요. 이듬해 겨울 아버지는 그 씨앗과 표본을 하노버 왕립 온실의 수석 정원사에게 나눠 주었어요. 1893년 4월 벨기에 헨트의 국제원예박람회에 우삼바라 제비꽃이라는 이름으로 나와, 그해 가장 흥미로운 새 식물의 하나로 화제가 돼요. 정원사는 정식으로 기재하면서 아버지와 아들을 함께 기려 속명을 자인트파울리아로 붙였어요. 종소명은 그리스어로 제비꽃빛과 꽃을 합쳐 지었고요. 이 독일어 이름이 영어권으로 건너가 아프리칸 바이올렛이 되었어요. 참고로 이 꽃은 제비꽃속이 아니라 전혀 다른 집안이에요. 이름만 제비꽃인 꽃이, 두 사람의 성을 나란히 남겼어요.",tanzania,19c,Early Discovery and Naming (Gesneriad Reference Web),https://gesneriads.info/articles/saintpaulia/saintpaulia/taxonomy/early-discovery-naming/,repeated,history,2026-08-15,seed-v6: docs/story-research-4.md #55. 출처 본문의 사실만 참고해 새로 쓴 문장 / 아프리칸 바이올렛(Saintpaulia)은 제비꽃속이 아니라 게스네리아과라 본문에 명시,healing|romantic,gratitude,"아버지에게 보낸 씨앗 한 봉지가, 두 사람의 성을 나란히 식물 이름에 남겼습니다.",garden
story-daisy-chaucer-days-eye,daisy,낮의 눈,"14세기 말 제프리 초서는 선녀 열전의 서시를 통째로 데이지 찬가로 썼어요. 화자는 침대에 해가 들기도 전에 초원으로 나가, 이 꽃이 햇빛에 열리는 것을 지켜본다고 말해요. 그리고 데이지를 이렇게 불러요. 낮의 눈, 혹은 하루의 눈. 꽃 중의 꽃이며 여제라고요. 실제로 영어 데이지는 밤에 오므렸다가 아침에 펴지는 습성 때문에 낮의 눈이라는 뜻에서 나온 이름이에요. 서시 뒷부분에서 사랑의 신은 화자에게 물어요. 데이지가 된 알케스티스 여왕의 이야기를 책에서 읽지 않았느냐고요. 그러고는 눈앞에 흰 화관을 쓰고 선 여왕이 곧 그 꽃의 화신임이 드러나요. 이름이 아니라 별명이었던 거예요. 낮의 눈이라는.",england,14c,"The Legend of Good Women (Chaucer, trans. A. S. Kline)",https://www.poetryintranslation.com/PITBR/English/GoodWomen.php,repeated,literary,2026-08-15,seed-v6: docs/story-research-4.md #56. 출처 본문의 사실만 참고해 새로 쓴 문장,romantic|mythic,confession|just_because,데이지는 이름이 아니라 별명이었습니다. 낮의 눈이라는 뜻이에요.,book-pd
story-daisy-dickinson-master-letters,daisy,사랑 편지에 데이지라고 서명한 시인,"에밀리 디킨슨이 남긴 편지 세 통이 있어요. 흔히 마스터 레터라 불려요. 수신인을 오직 주인님이라고만 부르고, 시인은 자기 자신을 삼인칭으로 데이지라 칭해요. 1861년 무렵의 편지에는 이런 구절들이 이어져요. 데이지는 고백했고 부인하지 않았다. 데이지의 팔은 작다. 당신은 데이지의 꽃잎을 가졌었다. 데이지가 당신을 실망시킬까, 아니, 그러지 않을 것이다. 세 통 모두 부치지 않은 초고 상태로 시인이 죽은 뒤 서류 더미에서 나왔어요. 실제로 보냈다는 증거는 없어요. 수신인 후보로 여러 사람이 거론되지만 지금도 확정되지 않았어요. 본명을 지우고 꽃 이름을 대신 쓴 사람의 마음만 남은 셈이에요.",usa,19c,"Dickinson Correspondence about 1861, Letter 233 (Emily Dickinson Archive)",https://archive.emilydickinson.org/correspondence/anon/l233.html,repeated,literary,2026-08-15,seed-v6: docs/story-research-4.md #57. 출처 본문의 사실만 참고해 새로 쓴 문장,romantic|tragic,confession,그녀는 사랑 편지에서 자기 이름을 지우고 데이지라고 썼습니다.,museum
story-narcissus-dorothy-journal,narcissus,수선화를 먼저 본 사람은 시인이 아니었습니다,"1802년 4월 15일, 윌리엄 워즈워스와 여동생 도러시는 얼스워터 호숫가를 걷다 야생 수선화 무리와 마주쳤어요. 그날 저녁 도러시는 일기에 이렇게 적었어요. 꽃들이 흔들리고 기우뚱거리고 춤을 추었는데, 호수 위로 불어오는 바람에 대고 정말로 웃는 것 같았다고요. 처음에는 호수가 씨앗을 물가로 밀어 올린 줄 알았는데 걸을수록 시골 유료도로 폭만 한 긴 띠로 이어졌다고도 썼어요. 이끼 낀 돌에 머리를 베개처럼 얹고 쉬는 것 같다는 묘사도 남겼고요. 오빠가 이 장면을 시로 옮긴 건 이 년 뒤였고, 시집에 실린 건 1807년이에요. 영어권에서 가장 유명한 꽃 시의 원본 관찰기는, 여동생의 산문 일기였어요.",england,19c,"Dorothy Wordsworth, Excerpt from Grasmere Journal (Romantic Circles)",https://romantic-circles.org/sites/default/files/RCOldSite/www/rchs/reader/dwdaff.html,repeated,literary,2026-08-15,seed-v6: docs/story-research-4.md #58. 출처 본문의 사실만 참고해 새로 쓴 문장,healing|dramatic,just_because,세상에서 가장 유명한 수선화 시의 초고는 여동생의 일기였습니다.,book-pd
story-carnation-mckinley-lucky,carnation,부적을 남에게 준 그날,"윌리엄 매킨리 미국 대통령은 붉은 카네이션을 행운의 부적처럼 늘 옷깃에 꽂고 다녔어요. 1901년 9월 6일, 그는 버펄로에서 열린 박람회 음악당에서 시민들과 악수하고 있었어요. 한 소녀가 그 꽃을 달라고 하자 그는 순순히 빼서 건넸어요. 줄이 거의 끝나갈 무렵 한 남자가 다가왔고, 대통령이 손을 잡으려 팔을 뻗는 순간 지척에서 총이 발사됐어요. 그는 한때 회복하는 듯했지만 9월 14일 새벽에 숨을 거뒀어요. 오하이오주는 1904년 그를 기려 진홍색 카네이션을 주를 대표하는 꽃으로 정했고, 지금도 9월 14일을 붉은 카네이션의 날로 기려요. 행운을 남에게 건네준 자리에서 일어난 일이었어요.",usa,20c,"The McKinley Assassination (Ohio Memory, Ohio History Connection)",https://ohiomemory.ohiohistory.org/archives/821,repeated,history,2026-08-15,seed-v6: docs/story-research-4.md #59. 출처 본문의 사실만 참고해 새로 쓴 문장,tragic|dramatic,just_because,행운의 부적을 남에게 건네준 바로 그 자리에서 일어난 일입니다.,museum
story-rose-hildesheim-thousand-year,rose-red,성당이 무너진 자리에서 여덟 주 뒤,"독일 힐데스하임 대성당 뒤쪽 벽에는 천년 장미라 불리는 나무가 자라요. 전승에 따르면 815년 무렵 한 왕이 사냥 중에 잃어버린 성유물함을 장미 덤불에서 찾아, 그 자리에 예배당을 세우게 했다고 해요. 오십 년쯤 뒤 그 자리에 첫 대성당이 섰어요. 1945년 3월, 공습으로 대성당이 완전히 무너졌어요. 장미도 함께 탔어요. 그런데 여덟 주 뒤, 잔해에 묻혀 있던 뿌리에서 새 순 스물다섯 개가 돋아났어요. 종은 유럽에서 흔한 들장미인 개장미예요. 작은잎 일곱 장에 꽃잎 다섯 장, 연분홍이 도는 흰 홑꽃이에요. 5월 말에 피기 시작해 이 주쯤 가요. 화려하지 않은 꽃인데, 무너진 자리에서 가장 먼저 올라온 것이 이 꽃이었어요.",germany,20c,1000 years of age rosetree (Hildesheimer Dom),https://www.dom-hildesheim.de/en/cathedral/1000-years-of-age-rosetree/,repeated,history,2026-08-15,seed-v6: docs/story-research-4.md #60. 출처 본문의 사실만 참고해 새로 쓴 문장,healing|dramatic,comfort,"성당이 사라진 자리에서 여덟 주 뒤, 장미가 스물다섯 개의 순을 올렸습니다.",museum
story-lotv-faberge-egg,lily-of-the-valley,진주 단추를 돌리면 얼굴이 펼쳐집니다,"1898년 부활절, 니콜라이 2세가 황후 알렉산드라에게 준 파베르제 달걀이 있어요. 은방울꽃 달걀이에요. 반투명 분홍 에나멜 표면에 다이아몬드 띠가 세로로 흐르고, 꽃잎을 다이아몬드로 세운 진주 은방울꽃 송이들이 붙어 있어요. 옆면에 작은 진주 단추가 하나 있어요. 그걸 돌리면 꼭대기의 왕관이 솟아오르며 세 장의 수채 초상이 클로버 모양으로 펼쳐져요. 황제와 어린 두 딸 올가와 타티아나예요. 은방울꽃은 순결과 젊음을 뜻하는 꽃이자, 온갖 화려한 격식을 싫어했던 알렉산드라가 가장 좋아한 꽃이었어요. 가장 화려한 물건 안에 가장 수수한 꽃과 얼굴 세 개가 접혀 있었던 셈이지요.",russia,19c,Lilies-of-the-Valley Easter Egg (Fabergé Museum),https://fabergemuseum.ru/en/collections/collection-highlights/lilies-of-the-valley-easter-egg,repeated,history,2026-08-15,seed-v6: docs/story-research-4.md #61. 출처 본문의 사실만 참고해 새로 쓴 문장,romantic|tragic,anniversary,진주 단추를 돌리면 은방울꽃 속에서 세 사람의 얼굴이 펼쳐집니다.,museum
story-magnolia-jackson-white-house,magnolia,나이테가 다른 말을 하는 나무,"백악관 남쪽 현관 옆에는 잭슨 목련이라 불리던 나무가 있었어요. 유명한 이야기가 따라다녔어요. 앤드루 잭슨이 취임 몇 달 전 갑자기 세상을 떠난 아내를 기려, 고향 집 나무에서 받은 씨앗을 1829년에 심었다는 이야기예요. 그런데 국립공원관리청 기록을 보면 이 나무가 그 자리에 처음 등장하는 건 1860년대예요. 잭슨의 재임기보다 한참 뒤예요. 나이테와 이야기가 서로 다른 말을 하는 나무였던 거지요. 2006년 이 나무는 역사의 목격자라는 뜻의 증인목으로 지정됐어요. 1994년 백악관으로 돌진한 경비행기에 입은 상처도 그 이력에 들어 있어요. 수령이 백오십 년을 넘겨 결국 2025년 봄에 제거됐고, 바로 다음 날 같은 나무의 후손 묘목이 그 자리에 심겼어요.",usa,19c,Andrew Jackson Commemorative Southern Magnolia (National Park Service),https://www.nps.gov/whho/learn/historyculture/jackson-magnolia.htm,varies,history,2026-08-15,seed-v6: docs/story-research-4.md #62. 출처 본문의 사실만 참고해 새로 쓴 문장 / 잭슨이 심었다는 전승은 기록과 어긋나 varies,dramatic|healing,just_because,이백 년 된 사랑 이야기와 나이테가 서로 다른 말을 하는 나무가 있었습니다.,museum
story-camellia-pillnitz-glass-house,camellia,나무를 옮길 수 없어서 집이 걸어옵니다,"독일 드레스덴 근교 필니츠 궁전의 정원에는 1801년에 심긴 동백나무가 있어요. 수령을 이백오십 년쯤으로 봐요. 지금 높이가 구 미터 가까이 되고 수관 지름이 십이 미터라, 2월 중순부터 4월까지 진분홍 꽃이 수만 송이 피어요. 문제는 겨울이에요. 이만한 나무를 온실로 옮길 수는 없으니, 1992년에 반대로 하기로 했어요. 온실이 나무에게 오는 거예요. 지름과 높이가 각각 십삼 미터가 넘고 무게가 오십사 톤인 이동식 유리집이 매년 겨울 나무를 통째로 덮어요. 온도와 환기와 습도와 차광을 자동으로 조절해요. 따뜻해지면 이 집을 옆으로 밀어 치워요. 관람객은 유리집 안 두 개 층에서 꽃을 빙 둘러 볼 수 있어요.",germany,19c,The Camellia (Pillnitz Palace and Park),https://www.schlosspillnitz.de/en/pillnitz-palace-and-park/the-camellia/,repeated,history,2026-08-15,seed-v6: docs/story-research-4.md #63. 출처 본문의 사실만 참고해 새로 쓴 문장,funny|healing,just_because,"나무를 옮길 수 없으니, 오십사 톤짜리 유리집이 해마다 나무에게 걸어옵니다.",garden
story-poppy-tower-888246,corn-poppy,도자기 꽃 한 송이가 사람 한 명입니다,"2014년 여름부터 가을까지, 런던탑의 마른 해자에 세라믹 양귀비 팔십팔만 팔천이백사십육 송이가 놓였어요. 숫자에 뜻이 있어요. 한 송이가 1차 대전에서 전사한 영국과 연합군 장병 한 사람이에요. 도예가 폴 커민스가 착안해 꽃을 만들었고 무대 디자이너 톰 파이퍼가 배치를 설계했어요. 제목은 커민스가 기록보관소에서 1차 대전 병사들의 유언장 사이에 섞여 있던 시 한 편에서 찾아낸 구절이에요. 꽃은 전시 기간 내내 자원봉사자들이 조금씩 심어 나갔고 관람객은 오백만 명을 넘었어요. 전시가 끝난 뒤 양귀비는 전량 팔려 수익금이 참전 군인 단체로 갔어요. 한 박물관은 1차 대전에서 죽은 자기 직원 열여섯 명을 기려 서로 다른 열여섯 송이를 사들였어요.",uk,modern,Sixteen ceramic poppies from Blood Swept Lands and Seas of Red (V&A),https://www.vam.ac.uk/blog/news/sixteen-ceramic-poppies-from-blood-swept-lands-and-seas-of-red,repeated,history,2026-08-15,seed-v6: docs/story-research-4.md #64. 출처 본문의 사실만 참고해 새로 쓴 문장,tragic|dramatic,comfort,팔십팔만 팔천이백사십육 송이. 도자기 꽃 한 송이가 사람 한 명입니다.,museum
story-violet-napoleon-hidden-faces,violet,꽃다발 여백에 숨은 얼굴,"1815년 3월 파리에서 찍힌 작은 손채색 판화가 있어요. 제목은 1815년 3월 20일의 제비꽃. 언뜻 보면 평범한 제비꽃 다발이에요. 그런데 꽃과 잎 사이의 빈자리가 세 사람의 옆얼굴을 이뤄요. 왼쪽 위에 황후, 오른쪽 위에 나폴레옹, 줄기 가까이 가운데에 어린 아들이요. 잎 하나는 이각모의 실루엣이 돼요. 1814년 엘바로 유배되며 그가 제비꽃이 다시 필 무렵 돌아오겠다고 했다는 이야기가 퍼지면서, 지지자들은 이 그림을 돌려보며 기다렸어요. 병사들은 그를 제비꽃 아저씨라 불렀어요. 그는 실제로 1815년 3월 20일 파리로 돌아왔어요. 백합이 왕당파의 꽃이던 시절, 제비꽃은 반대편의 꽃이었어요. 그림 한 장을 어떻게 들여다보느냐로 편이 갈리던 때예요.",france,19c,Violettes du 20 Mars 1815 (Yale Center for British Art),https://collections.britishart.yale.edu/catalog/orbis:12737516,repeated,history,2026-08-15,seed-v6: docs/story-research-4.md #65. 출처 본문의 사실만 참고해 새로 쓴 문장,dramatic|romantic,just_because,제비꽃 그림의 빈자리를 들여다보면 황제 가족의 얼굴이 나타납니다.,museum
story-forget-me-not-annual-1823,forget-me-not,나를 잊지 마세요라는 제목의 선물책,"1822년 11월, 런던의 출판업자 루돌프 애커먼이 이듬해 판 책을 한 권 냈어요. 제목이 곧 꽃 이름이었어요. 포겟 미 낫. 영어권 최초의 문예 연간집으로 꼽혀요. 독일 포켓북을 본떠 제목까지 그대로 옮겨 왔고요. 판형은 손에 쥐기 좋은 작은 크기였고 장정은 해가 갈수록 화려해져 종이 보드에서 가죽으로, 1828년부터는 실크로 바뀌었어요. 이 책의 용도가 분명해요. 크리스마스에 우정과 애정의 징표로 건네는 선물이었어요. 시즌마다 십만 부 넘게 나갔고, 1830년에는 비슷한 연간집이 서른 종 넘게 쏟아졌어요. 주 독자는 중산층 여성이었어요. 꽃 이름을 제목으로 단 책 한 권이, 꽃말을 주고받는 문화를 상품으로 만든 셈이에요.",england,19c,The Legacy of Rudolph Ackermann and Nineteenth-Century British Literary Annuals (BRANCH),https://branchcollective.org/?ps_articles=katherine-d-harris-the-legacy-of-rudolph-ackermann-and-nineteenth-century-british-literary-annuals,repeated,history,2026-08-15,seed-v6: docs/story-research-4.md #66. 출처 본문의 사실만 참고해 새로 쓴 문장,romantic|healing,gratitude|just_because,꽃 이름을 제목으로 단 선물책 한 권이 꽃말 문화를 상품으로 만들었습니다.,paper
story-iris-michael-foster-breeding,iris,생리학의 대가가 퇴근 후에 한 일,"마이클 포스터 경은 케임브리지의 생리학 교수였어요. 다윈, 헉슬리와 어울리던 당대 최고의 과학자 가운데 한 사람이에요. 그런데 그의 여가는 붓꽃이었어요. 그는 식물 채집가들의 연결망을 통해 당시 알려진 거의 모든 붓꽃 원종을 손에 넣었어요. 염색체를 볼 기술이 없던 시절인데도, 오직 관찰과 꼼꼼한 기록만으로 배수성이 다른 원종을 교배에 끌어들였어요. 오늘날 키 큰 수염붓꽃의 꽃이 그렇게 큰 건 그 덕분이에요. 그가 만든 교배종은 예순여덟 종에 이르러요. 1907년 그가 죽은 뒤 기록과 스케치는 다른 사람들의 손을 거쳐 붓꽃 분류의 고전이 된 책의 바탕이 되었어요. 영국붓꽃협회는 지금도 해마다 그의 이름을 딴 기념패를 줘요. 실험실의 대가가 정원에서 만든 것이, 지금 우리가 보는 붓꽃이에요.",england,victorian,Foster irises: an ancestor's famed success in iris breeding (Gardens Illustrated),https://www.gardensillustrated.com/features/skellorn-irises-iris-breeding,repeated,history,2026-08-15,seed-v6: docs/story-research-4.md #67. 출처 본문의 사실만 참고해 새로 쓴 문장,healing|funny,just_because,"실험실의 대가가 퇴근 후 정원에서 만든 것이, 지금 우리가 보는 붓꽃입니다.",magazine
story-water-lily-monet-armistice,water-lily,휴전 이튿날 총리에게 보낸 편지,"1918년 11월 11일에 1차 세계대전 휴전 협정이 맺어졌어요. 그 이튿날 모네는 총리 조르주 클레망소에게 편지를 썼어요. 커다란 장식 패널을 나라에 바치고 싶다고요. 편지에는 승전일에 서명하고 싶다는 말이 들어 있었어요. 지베르니는 전선에서 오십 킬로미터밖에 떨어져 있지 않았지만 그는 피난을 거부했어요. 야만인들이 자기를 죽여야 한다면 캔버스 한가운데에서, 평생의 작업 앞에서 죽겠다고 했어요. 완성까지는 칠 년이 걸렸어요. 클레망소가 자리를 마련해 준 오랑주리 미술관은 전쟁 중에 부상병 급식소로 쓰이던 건물이었어요. 모네가 세상을 떠난 건 1926년 12월이고, 타원형 수련 방 두 개는 그 이듬해 3월에 문을 열었어요. 장례식에서 클레망소는 관을 덮은 검은 천을 걷어내며 모네에게 검정은 안 된다고 했어요.",france,1910s-1920s,Georges Clemenceau and Claude Monet (Georges Clemenceau's House in Saint-Vincent-sur-Jard),https://www.maison-de-clemenceau.fr/en/discover/the-many-facets-of-georges-clemenceau/georges-clemenceau-and-claude-monet,repeated,history,2026-08-16,seed-v7: docs/story-research-5.md #1. 출처 본문의 사실만 참고해 새로 쓴 문장. 수련(Nymphaea)은 연꽃(Nelumbo)과 과가 다르다 — 이 연작을 연꽃 그림이라 옮기면 틀린다,healing|dramatic,comfort|gratitude,"전쟁이 끝난 다음 날, 화가는 총리에게 그림을 나라에 바치겠다고 편지를 썼습니다.",museum
story-water-lily-blue-lotus-not-lotus,water-lily,파라오의 로터스는 연꽃이 아니었습니다,"고대 이집트 벽화에 자주 나오는 푸른 로터스는 연꽃이 아니라 수련이에요. 학명은 님파이아 카이룰레아이고, 우리가 아는 연꽃과는 과부터 달라요. 1922년에 하워드 카터가 투탕카멘의 몸 위에서 이 꽃잎을 발견하면서 그 위상이 다시 확인됐어요. 2025년에는 캘리포니아대 버클리의 학부생 리엄 매커보이가 화학과 연구진과 함께 질량분석으로 재미있는 사실을 밝혔어요. 인터넷에서 블루 로터스라는 이름으로 팔리는 꽃 대부분이 그 종이 아니었다는 거예요. 겉모습만 비슷한 흔한 수련이었어요. 그는 이집트 사람들이 꽃을 술에 그냥 담근 게 아니라 기름에 우려 낸 뒤 포도주에 넣었을 거라고 봐요. 다음 차례는 박물관에 있는 삼천 년 된 잔에 남은 흔적을 분석하는 일이에요.",egypt,ancient-modern,"Investigating the psychedelic blue lotus of Egypt, where ancient magic meets modern science (UC Berkeley News)",https://news.berkeley.edu/2025/03/11/investigating-the-psychedelic-blue-lotus-of-egypt-where-ancient-magic-meets-modern-science/,repeated,history,2026-08-16,"seed-v7: docs/story-research-5.md #2. 출처 본문의 사실만 참고해 새로 쓴 문장. 이름 함정 이중 — 이집트의 로터스는 연꽃이 아닌 수련이고, 시판 블루 로터스는 그 수련도 아니다",mythic|funny,just_because,투탕카멘의 몸을 덮은 푸른 로터스는 연꽃이 아니라 수련입니다.,museum
story-water-lily-thermarum-tortellini,water-lily,파스타를 삶다가 떠올린 방법,"님파이아 테르마룸은 잎 지름이 일 센티미터쯤 되는, 세상에서 가장 작은 수련이에요. 르완다 남서부 마슈자 온천이 유일한 자생지였는데 온천물을 함부로 끌어 쓰면서 서식지가 말라 야생에서는 사라졌어요. 독일 본 대학 식물원이 씨앗을 갖고 있었지만 어른 포기까지 키우지는 못했어요. 큐 왕립식물원의 원예가 카를로스 막달레나가 그 씨앗을 받아 여러 번 실패하다가, 토르텔리니를 삶던 중에 이 수련에는 이산화탄소가 더 필요한 게 아닐까 생각했어요. 그래서 물속 깊이 대신 수면 아래 일이 밀리미터쯤 되는 젖은 흙에 씨를 뿌렸어요. 갓 나온 잎이 처음부터 공기를 마시게 한 거예요. 그렇게 되살린 포기가 오십 개쯤 됐는데, 2014년 1월 9일에 누군가 온실 연못에서 한 포기를 뽑아 갔어요.",rwanda,modern,How 'plant messiah' Carlos Magdalena rescues plants on the brink of extinction (National Geographic),https://www.nationalgeographic.com/culture/article/carlos-magdalena-nat-geo-33-2025,repeated,history,2026-08-16,seed-v7: docs/story-research-5.md #3. 출처 본문의 사실만 참고해 새로 쓴 문장. 도난 사실은 AFP·AP 보도로 교차 확인,funny|dramatic,just_because,세상에서 가장 작은 수련은 파스타를 삶던 원예가의 생각 하나로 살아남았습니다.,magazine
story-water-lily-paxton-annie-leaf,water-lily,일곱 살 딸을 수련 잎 위에 세웠습니다,"1849년 영국 채츠워스의 정원사 조지프 팩스턴은 남아메리카 밖에서 처음으로 빅토리아연을 꽃피웠어요. 잎은 두 달 만에 지름이 일 미터를 넘겼어요. 그해 11월, 그는 일곱 살 딸 애니에게 요정 옷을 입혀 지름 이 미터로 자란 잎 위에 세웠어요. 공작과 몰려든 구경꾼을 위해 그 장면은 11월 내내 되풀이됐고, 기록을 남긴 사람은 잎이 매번 휘지 않았다고 적었어요. 팩스턴이 본 건 귀여운 장면이 아니라 구조였어요. 잎 뒷면에는 굵은 방사상 늑골과 그것을 가로지르는 부드러운 늑골이 얽혀 있었거든요. 그는 그 얼개를 그대로 온실 설계에 옮겼고, 1851년 하이드파크에 세운 수정궁이 거기서 나왔어요. 참고로 빅토리아연은 수련과지만 우리가 아는 연꽃과는 다른 집안이에요.",uk,19c,"To Miss Annie Paxton, who drest as a fairy, stood upon a leaf of the Victoria Regina, Chatsworth, 1849 (Romantic Circles Gallery)",https://romantic-circles.org/gallery/image/miss-annie-paxton-who-drest-fairy-stood-upon-leaf-victoria-regina-chatsworth-1849,repeated,history,2026-08-16,seed-v7: docs/story-research-5.md #4. 출처 본문의 사실만 참고해 새로 쓴 문장. 빅토리아연은 수련과지만 Nymphaea 속이 아니고 연꽃·가시연꽃과도 다르다 — 본문에 명시,dramatic|funny,celebration|just_because,만국박람회장의 뼈대는 수련 잎 뒷면에서 왔습니다.,other
story-zinnia-iss-first-bloom,zinnia,우주에서 처음 핀 꽃,"2015년 11월, 국제우주정거장에서 백일홍 씨앗이 심겼어요. 상추보다 훨씬 까다로운 작물이라 일부러 고른 거예요. 12월이 되자 습기가 차고 공기가 돌지 않아 곰팡이가 퍼졌고 두 포기가 죽었어요. 스콧 켈리는 식물이 영 좋아 보이지 않는다고 보고하면서 영화 마션의 주인공을 불러와야겠다고 농담했어요. 크리스마스이브에 나사는 결정을 내렸어요. 지상의 지시를 기다리지 말고 켈리가 직접 물 줄 때를 판단하라고요. 두꺼운 절차서 대신 한 장짜리 안내문이 올라갔어요. 제목은 궤도 위 정원사를 위한 백일홍 돌보기였어요. 1월 8일 켈리는 꽃이 더 이상 슬퍼 보이지 않는다고 알렸고, 1월 16일에는 활짝 핀 사진을 올리며 우주에도 다른 생명이 있다고 적었어요.",usa,2010s,Zinnias From Space! NASA Studies the Multiple Benefits of Gardening (NASA),https://www.nasa.gov/humans-in-space/zinnias-from-space-nasa-studies-the-multiple-benefits-of-gardening/,repeated,history,2026-08-16,seed-v7: docs/story-research-5.md #5. 출처 본문의 사실만 참고해 새로 쓴 문장. 케네디우주센터 보도자료로 교차 확인,healing|dramatic,comfort|celebration,크리스마스이브에 나사는 우주비행사에게 절차서 대신 한 장짜리 안내문을 보냈습니다.,museum
story-zinnia-mal-de-ojos,zinnia,고향에서는 눈엣가시라 불렸습니다,"백일홍은 멕시코 고원이 고향이에요. 그런데 원산지에서 붙은 이름은 눈에 거슬리는 것이라는 뜻이었다고 전해져요. 16세기 스페인 사람들은 그 말을 눈의 병이라는 뜻인 말 데 오호스로 옮겼어요. 꽃이 늘 피어 있기는 한데 작고 칙칙한 자주색이나 탁한 노란색이었기 때문이에요. 이 꽃이 유럽으로 건너간 건 18세기 후반이고, 자캥이 1792년에 지금의 학명을 붙였어요. 종소명 엘레간스는 우아하다는 뜻이에요. 눈엣가시라 불리던 꽃이 백 년쯤 지나 우아하다는 이름을 얻은 셈이에요. 1880년대에는 프랑스 원예가들이 본격적으로 품종을 만들기 시작했고, 1940년대에 미국 육종가들이 지금 우리가 아는 큼직한 겹꽃을 만들어 냈어요.",mexico,16c-19c,Journey of the Zinnia (High Plains Gardening),http://www.highplainsgardening.com/journey-zinnia,varies,history,2026-08-16,seed-v7: docs/story-research-5.md #6. 출처 본문의 사실만 참고해 새로 쓴 문장. 아즈텍 별칭 대목은 원예 문헌 계열에서 반복되나 1차 사료가 확인되지 않아 varies — 본문도 전해진다로 처리,funny|dramatic,just_because,지금 여름 화단의 주인공은 고향에서 눈에 거슬리는 것이라 불리던 꽃입니다.,garden
story-zinnia-baegilhong-legend-tree,zinnia,전설 속 백일홍은 이 꽃이 아닙니다,"우리나라에는 백일홍 설화가 전해져요. 목이 셋 달린 이무기에게 해마다 처녀를 바치던 마을에 한 총각이 대신 나서요. 이기고 돌아오면 흰 깃발을, 지면 붉은 깃발을 달겠다고 약속하고 백 일만 기다려 달라 했어요. 백 일째 돌아온 배의 깃발은 붉었어요. 이무기의 피가 물든 것이었는데 처녀는 그가 죽은 줄 알고 스스로 목숨을 끊었어요. 그 무덤에서 붉은 꽃이 피었고, 백일기도를 하던 넋이 피어난 꽃이라 하여 백일홍이라 불렀다고 해요. 여기서 짚을 게 하나 있어요. 이 전설의 백일홍은 여름 화단의 한해살이 백일홍이 아니라 배롱나무예요. 목백일홍이라고도 부르는 나무지요. 국화과 한해살이인 지금의 백일홍은 멕시코에서 훨씬 나중에 건너왔어요.",korea,traditional,"백일홍 설화 (한국민족문화대백과사전, 한국학중앙연구원)",https://encykorea.aks.ac.kr/Article/E0022302,varies,folklore,2026-08-16,seed-v7: docs/story-research-5.md #7. 출처 본문의 사실만 참고해 새로 쓴 문장. 사전 본문이 전승 계열이 둘로 갈린다고 명시. 이름 함정 본체 — 전설의 百日紅은 배롱나무(Lagerstroemia)이고 Zinnia가 아니다,tragic|mythic,just_because,"백 일을 기다리다 죽은 처녀의 이야기에 나오는 백일홍은, 화단의 백일홍이 아닙니다.",wiki
story-zinnia-japan-bon-flower,zinnia,오래 간다는 이유로 영전에 올랐습니다,"백일홍은 일본에서 햐쿠니치소, 곧 백일초라고 불려요. 멕시코에서 스페인을 거쳐 18세기에 유럽으로 갔고, 일본에는 1862년 이전에 미국을 통해 들어온 것으로 전해져요. 도래 당시에는 오래 간다는 뜻이 배인 별명이 붙었어요. 조큐소, 우라시마소 같은 이름이에요. 이름의 유래는 두 갈래로 설명돼요. 꽃 피는 기간이 길어서라는 설명과, 한 송이의 수명이 길어서라는 설명이에요. 그런데 이 꽃이 일본에서 자리 잡은 자리가 흥미로워요. 오래 가고 잘 시들지 않는다는 이유로 고인의 명복을 비는 꽃, 오봉에 올리는 꽃으로 요긴하게 쓰였어요. 그래서 일본에서 이 꽃의 꽃말이 먼 친구를 생각한다, 언제까지나 변치 않는 마음이 됐어요.",japan,19c-modern,ヒャクニチソウ｜旬のもの (暦生活),https://www.543life.com/content/shun/post20240913.html,repeated,history,2026-08-16,seed-v7: docs/story-research-5.md #8. 출처 본문의 사실만 참고해 새로 쓴 문장. 일본플라워디자이너협회 자료로 교차 확인. 도래 시점은 문구 2년 이전과 에도 시대로 폭이 있어 본문도 폭을 두었다,healing|romantic,comfort|gratitude,일본에서 이 꽃은 화단이 아니라 영전으로 갔습니다. 가장 오래 버티는 꽃이라서요.,magazine
